"COMMISSIONE","NOMI","ATTO","DATA"
"3 (Aff. esteri) ; 4 (Difesa)","Università di Pavia, prof. Gastone Breccia (490 Kb)                                                              ISPI, Amb. Alessandro Minuto Rizzo (399 Kb)","Audizioni informali sull'Affare Assegnato sulla partecipazione italiana all'intervento internazionale in Afghanistan","19 Ottobre 2021"
"3 (Aff. esteri)","Benedetto Della Vedova - Audizione del Sottosegretario di Stato per gli affari esteri e la cooperazione internazionale, Benedetto Della Vedova (546 Kb)","Indagine conoscitiva sulle condizioni e sulle esigenze delle comunità degli italiani nel mondo","19 Ottobre 2021"
"3 (Aff. esteri) ; 4 (Difesa) ; III (Aff. esteri) ; IV (Difesa)","Gen. Claudio Graziano (15358 Kb)","Audizioni informali sulla crisi in Afghanistan e sui possibili scenari successivi","13 Ottobre 2021"
"3 (Aff. esteri) ; 4 (Difesa)","Lucio Caracciolo, direttore della rivista Limes ; Rossella Miccio, presidente di Emergency ; Fausto Biloslavo, giornalista ; Stefano Di Carlo, direttore Medici Senza Frontiere Italia ; Francesco Segoni, responsabile delle comunicazioni Medici Senza Frontiere Francia","Audizioni informali sull'Affare Assegnato sulla partecipazione italiana all'intervento internazionale in Afghanistan"," 5 Ottobre 2021"
"3 (Aff. esteri) ; 4 (Difesa) ; III (Aff. esteri) ; IV (Difesa)","Amb. Ettore Sequi (277 Kb)","Audizioni informali sulla crisi in Afghanistan e sui possibili scenari successivi","23 Settembre 2021"
"3 (Aff. esteri) ; 4 (Difesa) ; III (Aff. esteri) ; IV (Difesa)","Amb. Stefano Pontecorvo (993 Kb)","Audizioni informali sulla crisi in Afghanistan e sui possibili scenari successivi","21 Settembre 2021"
"3 (Aff. esteri) ; 4 (Difesa) ; III (Aff. esteri) ; IV (Difesa)","Comandante del COVI, Gen. Portolano (1162 Kb)","Audizioni informali sulla crisi in Afghanistan e sui possibili scenari successivi","15 Settembre 2021"
"3 (Aff. esteri)","Vice Ministro degli Affari esteri e della Cooperazione internazionale, Marina Sereni (334 Kb)","Audizioni informali su conflitto intercorso in Israele e Gaza","20 Luglio 2021"
"3 (Aff. esteri)","Alessandro Monteduro (359 Kb)","Doc. CCLXI, n. 1 (Relazione sulle iniziative finanziate con le risorse del fondo destinato a interventi di sostegno alle popolazioni appartenenti a minoranze cristiane oggetto di persecuzioni nelle aree di crisi (anno 2019))","20 Maggio 2021"
"3 (Aff. esteri)","Fondazione Giovanni Paolo II (373 Kb)","Doc. CCLXI, n. 1 (Relazione sulle iniziative finanziate con le risorse del fondo destinato a interventi di sostegno alle popolazioni appartenenti a minoranze cristiane oggetto di persecuzioni nelle aree di crisi (anno 2019))","29 Aprile 2021"
"3 (Aff. esteri)","Perigeo Onlus (893 Kb)","Doc. CCLXI, n. 1 (Relazione sulle iniziative finanziate con le risorse del fondo destinato a interventi di sostegno alle popolazioni appartenenti a minoranze cristiane oggetto di persecuzioni nelle aree di crisi (anno 2019))","22 Aprile 2021"
"3 (Aff. esteri)","VIS (Volontariato internazionale per lo sviluppo onlus) (221 Kb)","Doc. CCLXI, n. 1 (Relazione sulle iniziative finanziate con le risorse del fondo destinato a interventi di sostegno alle popolazioni appartenenti a minoranze cristiane oggetto di persecuzioni nelle aree di crisi (anno 2019))","15 Aprile 2021"
"3 (Aff. esteri)","ICU (Istituto per la cooperazione internazionale universitaria onlus) (521 Kb)","Doc. CCLXI, n. 1 (Relazione sulle iniziative finanziate con le risorse del fondo destinato a interventi di sostegno alle popolazioni appartenenti a minoranze cristiane oggetto di persecuzioni nelle aree di crisi (anno 2019))"," 8 Aprile 2021"
"3 (Aff. esteri)","Ambasciatore Incarnato audizione Senato (393 Kb)","Doc. CLXXXII, n. 4 e n. 5 (Relazioni sullo stato di attuazione della legge recante norme per la messa al bando delle mine antipersona, relative al primo e al secondo semestre 2019)","30 Marzo 2021"
"3 (Aff. esteri) ; 14 (Politiche dell'UE)","Prof. Antonio Selvatici (5789 Kb)","Audizioni informali sull'Accordo quadro per gli investimenti UE-Cina","30 Marzo 2021"
"3 (Aff. esteri)","CICM - Intervento di rappresentanti di Campagna Italiana contro le Mine-ONLUS (1170 Kb)","Doc. CLXXXII, n. 4 e n. 5 (Relazioni sullo stato di attuazione della legge recante norme per la messa al bando delle mine antipersona, relative al primo e al secondo semestre 2019)","17 Novembre 2020"
"3 (Aff. esteri)","Audizione informale dell'Ambasciatore degli Emirati Arabi Uniti, S.E. Omar Alshamsi (194 Kb)","Affare sulle priorità dell'Italia nel quadro dei nuovi equilibri geopolitici nel Medio Oriente allargato"," 3 Novembre 2020"
"3 (Aff. esteri)","Audizione informale dell'Ambasciatore del Libano, S.E. Sig.ra Mira Daher (241 Kb)","Affare sulle priorità dell'Italia nel quadro dei nuovi equilibri geopolitici nel Medio Oriente allargato","27 Ottobre 2020"
"3 (Aff. esteri)","Intervento dell'Inviato speciale, Paolo Dionisi (401 Kb)","Affare sulle priorità dell'Italia nel quadro dei nuovi equilibri geopolitici nel Medio Oriente allargato","30 Settembre 2020"
"3 (Aff. esteri)","Giuseppe Manzo - Intervento dell'Ambasciatore d'Italia in Argentina (156 Kb)                                                              Marco Petacco - Intervento del Console Generale a Buenos Aires (581 Kb)                                                              Antonio Petrarulo - Intervento del Console Generale a Bahia Blanca (273 Kb)","Indagine conoscitiva sulle condizioni e sulle esigenze delle comunità degli italiani nel mondo","30 Settembre 2020"
"3 (Aff. esteri)","Mauro Battocchi - Intervento in videoconferenza dell'Ambasciatore d'Italia in Cile, Mauro Battocchi (513 Kb)","Indagine conoscitiva sulle condizioni e sulle esigenze delle comunità degli italiani nel mondo"," 8 Settembre 2020"
"3 (Aff. esteri)","Intervento dell'Ambasciatore della Repubblica dell'Azerbaigian (230 Kb)","La posizione dell'Azerbaigian sulla questione armena","29 Luglio 2020"
"3 (Aff. esteri)","Intervento dell'Ambasciatore di Turchia (412 Kb)","Affare sulle priorità dell'Italia nel quadro dei nuovi equilibri geopolitici nel Medio Oriente allargato"," 7 Luglio 2020"
"3 (Aff. esteri)","Intervento del Presidente della Commissione Consiliare Permanente Affari esteri, emigrazione e immigrazione, sicurezza e ordine pubblico, informazione della Repubblica di San Marino, Paolo Rondelli (274 Kb)","Incontro in videoconferenza con la Commissione consiliare permanente affari esteri del Consiglio Grande e Generale della Repubblica di San Marino sulle relazioni tra Italia e San Marino"," 2 Luglio 2020"
"3 (Aff. esteri)","Intervento del Direttore dell'Autorità nazionale UAMA (664 Kb)","LXVII, n. 3 - Relazione sulle operazioni autorizzate e svolte per il controllo dell'esportazione, importazione e transito materiali di armamento, relativa all'anno 2019"," 1 Luglio 2020"
"3 (Aff. esteri)","Intervento dell'Ambasciatore di Giordania (6655 Kb)","Affare sulle priorità dell'Italia nel quadro dei nuovi equilibri geopolitici nel Medio Oriente allargato","30 Giugno 2020"
"3 (Aff. esteri)","Intervento dell'Ambasciatore di Palestina (273 Kb)","Affare sulle priorità dell'Italia nel quadro dei nuovi equilibri geopolitici nel Medio Oriente allargato","25 Giugno 2020"
"3 (Aff. esteri)","Intervento dell'Ambasciatore dell'Iran (204 Kb)","Affare sulle priorità dell'Italia nel quadro dei nuovi equilibri geopolitici nel Medio Oriente allargato","23 Giugno 2020"
"3 (Aff. esteri)","Primo intervento dell'Ambasciatore d'Israele (427 Kb)                                                              Secondo intervento dell'Ambasciatore d'Israele (522 Kb)","Affare sulle priorità dell'Italia nel quadro dei nuovi equilibri geopolitici nel Medio Oriente allargato","16 Giugno 2020"
"3 (Aff. esteri)","Intervento del Sottosegretario di Stato per gli affari esteri e la cooperazione internazionale, Marina Sereni (570 Kb)","Affare sulle priorità dell'Italia nel quadro dei nuovi equilibri geopolitici nel Medio Oriente allargato"," 3 Giugno 2020"
"3 (Aff. esteri)","Documentazione depositata dal professor Pasquale Tridico, Presidente dell'INPS (1043 Kb)                                                              Dcoumentazione depositata dal professor Pasquale Tridico, Presidente dell'INPS (1806 Kb)","Indagine conoscitiva sulle condizioni e sulle esigenze delle comunità degli italiani nel mondo"," 6 Febbraio 2020"
"3 (Aff. esteri)","Intervento del Prof. Sanfilippo (312 Kb)","Indagine conoscitiva sulle condizioni e sulle esigenze delle comunità degli italiani nel mondo","29 Gennaio 2020"
"3 (Aff. esteri)","Intervento del Presidente del Gran Consiglio della Repubblica e Cantone Ticino, Claudio Franscella (293 Kb)","Il ruolo del Canton Ticino nell’ambito delle relazioni transfrontaliere e bilaterali tra Svizzera e Italia","15 Gennaio 2020"
"3 (Aff. esteri)","Paolo Glisenti - Audizione informale del Commissario generale di sezione per EXPO 2020 Dubai, Paolo Glisenti (308 Kb)","Expo 2020 Dubai"," 3 Dicembre 2019"
"3 (Aff. esteri)","Assocamerestero - Memoria (465 Kb)","Indagine conoscitiva sulle condizioni e sulle esigenze delle comunità degli italiani nel mondo","27 Novembre 2019"
"3 (Aff. esteri)","Fondazione Migrantes - Memorie (279 Kb)","Indagine conoscitiva sulle condizioni e sulle esigenze delle comunità degli italiani nel mondo","20 Novembre 2019"
"3 (Aff. esteri)","Ministro plenipotenziario Vincenzo De Luca - Memoria (842 Kb)","Indagine conoscitiva sulle condizioni e sulle esigenze delle comunità degli italiani nel mondo"," 2 Ottobre 2019"
"3 (Aff. esteri)","""Triageduepuntozero"" - Memoria (595 Kb)","Il futuro delle relazioni tra l'Italia e la Federazione russa","13 Marzo 2019"
"3 (Aff. esteri)","Direttore di LIMES, Lucio Caracciolo - Memoria (2033 Kb)","L'Italia nel contesto geopolitico","13 Marzo 2019"
"3 (Aff. esteri)","Centro Studi per l'Etiopia ONLUS (CAE) - Memoria (310 Kb)","Le nuove prospettive geopolitiche nel Corno d'Africa e il ruolo dell'Italia","12 Marzo 2019"
"3 (Aff. esteri)","Ammiraglio Cavo Dragone - Memoria (5095 Kb)","Le nuove prospettive geopolitiche nel Corno d'Africa e il ruolo dell'Italia"," 7 Marzo 2019"
"3 (Aff. esteri)","Ambasciatore di Somalia, Abdirahman Sheik Issa - Memoria (1286 Kb)","Le nuove prospettive geopolitiche nel Corno d'Africa e il ruolo dell'Italia"," 5 Marzo 2019"
"3 (Aff. esteri)","""Nodo di Gordio"" - Memoria (327 Kb)","Il futuro delle relazioni tra l'Italia e la Federazione russa","12 Febbraio 2019"
"3 (Aff. esteri)","Ambasciatore dell'Eritrea, Fessahazion Pietros Menghistu - Memoria (198 Kb)","Le nuove prospettive geopolitiche nel Corno d'Africa e il ruolo dell'Italia"," 7 Febbraio 2019"
"3 (Aff. esteri)","""Partecipazione e Sviluppo"" - Memoria (1055 Kb)","Le nuove prospettive geopolitiche nel Corno d'Africa e il ruolo dell'Italia","31 Gennaio 2019"
"3 (Aff. esteri)","Centro Studi Internazionali (Ce.S.I.) - Memoria (1991 Kb)","Le nuove prospettive geopolitiche nel Corno d'Africa e il ruolo dell'Italia","31 Gennaio 2019"
"3 (Aff. esteri)","Sergio Romano - Memoria (242 Kb)","Il futuro delle relazioni tra l'Italia e la Federazione russa","30 Gennaio 2019"
"3 (Aff. esteri)","Massimo Alberizzi - Memoria (472 Kb)","Le nuove prospettive geopolitiche nel Corno d'Africa e il ruolo dell'Italia","30 Gennaio 2019"
"3 (Aff. esteri)","IAI - Memorie Istituto Affari Internazionali (IAI) (19 Kb)","Le nuove prospettive geopolitiche nel Corno d'Africa e il ruolo dell'Italia","24 Gennaio 2019"
"3 (Aff. esteri)","Memoria del Centro Studi di Politica Internazionale (CeSPI) (944 Kb)","Le nuove prospettive geopolitiche nel Corno d'Africa e il ruolo dell'Italia","17 Gennaio 2019"
"3 (Aff. esteri)","Memoria del Vice Ministro degli affari esteri e della cooperazione internazionale, Emanuela Del Re (473 Kb)","Le nuove prospettive geopolitiche nel Corno d'Africa e il ruolo dell'Italia","15 Gennaio 2019"
"3 (Aff. esteri)","Fulvio Scaglione - Memoria (229 Kb)","Il futuro delle relazioni tra l'Italia e la Federazione russa","10 Gennaio 2019"
"3 (Aff. esteri)","Memoria Min. Plen. Pezzotti, Inviato Speciale del MAECI per il Corno d'Africa (107 Kb)","Le nuove prospettive geopolitiche nel Corno d'Africa e il ruolo dell'Italia"," 9 Gennaio 2019"
"3 (Aff. esteri)","Memorie OIM (9368 Kb)","Le nuove prospettive geopolitiche nel Corno d'Africa e il ruolo dell'Italia","20 Dicembre 2018"
"3 (Aff. esteri)","Memoria Progetto Employ (231 Kb)","Le nuove prospettive geopolitiche nel Corno d'Africa e il ruolo dell'Italia","18 Dicembre 2018"
"3 (Aff. esteri)","Alessandro Orsini, Direttore di ""Sicurezza internazionale"" - Memoria (356 Kb)","Il futuro delle relazioni tra l'Italia e la Federazione russa"," 4 Dicembre 2018"
"3 (Aff. esteri)","ICE - Memorie ICE (6472 Kb)","Il futuro delle relazioni tra l'Italia e la Federazione russa","20 Novembre 2018"
"3 (Aff. esteri)","Lapo Pistelli, direttore delle relazioni internazionali dell'ENI","Il futuro delle relazioni tra l'Italia e la Federazione russa","15 Novembre 2018"
"3 (Aff. esteri)","Giampiero Massolo, ambasciatore e presidente dell'Istituto per gli Studi di Politica Internazionale (ISPI)","Il futuro delle relazioni tra l'Italia e la Federazione russa","13 Novembre 2018"
"3 (Aff. esteri)","Memoria Confindustria (463 Kb)","Il futuro delle relazioni tra l'Italia e la Federazione russa"," 6 Novembre 2018"
"3 (Aff. esteri)","Cristian Nani, direttore di Porte Aperte Onlus","Doc. CCLXI, n. 1 (Relazione sulle iniziative finanziate con le risorse del fondo destinato a interventi di sostegno alle popolazioni appartenenti a minoranze cristiane oggetto di persecuzioni nelle aree di crisi (anno 2019))","15 Giugno 2021"
"3 (Aff. esteri)","Ambasciatore d'Israele in Italia, S.E. Dror Eydar (289 Kb)","Audizioni informali su conflitto intercorso in Israele e Gaza","9 Giugno 2021"
"3 (Aff. esteri)","Ambasciatore di Palestina in Italia, S.E. sig.ra Abeer Odeh (306 Kb)","Audizioni informali su conflitto intercorso in Israele e Gaza","8 Giugno 2021"
