"COMMISSIONE","NOMI","ATTO","DATA"
"2ª Giustizia","AIGA (1130 Kb)                                                              ANIA (182 Kb)                                                              ASSOPROFESSIONI (154 Kb)                                                              CNF (149 Kb)                                                              CNF 2 (359 Kb)                                                              COLAP (748 Kb)                                                              CONFCOMMERCIO PROFESSIONI (404 Kb)                                                              CONFPROFESSIONI (220 Kb)                                                              CUP (134 Kb)                                                              INARCASSA (325 Kb)                                                              RETE PROFESSIONI TECNICHE (752 Kb)","AUDIZIONI INFORMALI NELL'AMBITO DELL'ESAME DEI DISEGNI DI LEGGE NN. 1425 E 2419 (EQUO COMPENSO PRESTAZIONI PROFESSIONALI)","24 Novembre 2021"
"1ª (Aff. costituzionali) e 2ª (Giustizia)","Prof. Gabriele Bottino (418 Kb)                                                              ANCI (165 Kb)                                                              Delia Castellini - Sindaco Toscolano Maderno (149 Kb)","ESAME DEL DISEGNO DI LEGGE N. 2324 E CONNESSI (RESPONSABILITA' PENALE E E AMMINISTRATIVA-CONTABILE DEI SINDACI)","11 Novembre 2021"
"1ª (Aff. costituzionali) e 2ª (Giustizia)","prof. Bartolomeo ROMANO (379 Kb)","ESAME DEL DISEGNO DI LEGGE N. 2324 E CONNESSI (RESPONSABILITA' PENALE E E AMMINISTRATIVA-CONTABILE DEI SINDACI)"," 4 Novembre 2021"
"2ª (Giustizia) e 11ª (Lavoro)","CNA (251 Kb)                                                              Alberto LIGUORI (130 Kb)                                                              ANMIL 1 (371 Kb)                                                              ANMIL 2 (277 Kb)","AUDIZIONI NELL'AMBITO DELL'ESAME DEL DISEGNO DI LEGGE N. 2052 (INDAGINI PROCEDIMENTI PER REATI IN MATERIA DI IGIENE E SICUREZZA NEI LUOGHI DI LAVORO)","19 Ottobre 2021"
"2ª (Giustizia) e 8ª (Lavori pubblici)","Società Italiana per l'Ingegneria Culturale; MEDIASET; Capitolo Italiano Creative Commons e Wikimedia Italia; Autorità per le garanzie nelle Comunicazioni","Audizioni informali nell'ambito dell'esame dell'atto del Governo n. 295 (Diritto d'autore e diritti connessi nel mercato unico digitale)","12 Ottobre 2021"
"2ª (Giustizia) e 8ª (Lavori pubblici)","Dott. Marco Giorello, Commissione europea - DG CONNECT; prof. Gustavo Ghidini, Università degli Studi di Milano; SIAE Società Italiana degli Autori ed Editori; FIEG Federazione Italiana Editori Giornali; UNIVIDEO Unione Italiana Editoria Audiovisiva Media Digitali e Online; FAPAV Federazione per la tutela dei contenuti audiovisivi e multimediali; FIMI Federazione Industria Musicale Italiana; FEM Federazione Editori Musicali; USPI Unione Stampa Periodica Italiana","Audizioni informali nell'ambito dell'esame dell'atto del Governo n. 295 (Diritto d'autore e diritti connessi nel mercato unico digitale)","12 Ottobre 2021"
"2ª (Giustizia) e 8ª (Lavori pubblici)","Nuovo IMAIE; AIE (Associazione italiana Editori); ITSRIGHT; Artisti 7607; LEA (Liberi Editori e Autori); AISA (Associazione Italiana per la promozione della Scienza Aperta)","Audizioni informali nell'ambito dell'esame dell'atto del Governo n. 295 (Diritto d'autore e diritti connessi nel mercato unico digitale)"," 5 Ottobre 2021"
"2ª Giustizia","PROF. OPPO (416 Kb)                                                              FONDAZIONE CAROLINA (948 Kb)                                                              TAI TELEFONO AMICO ITALIA (179 Kb)                                                              MONDO DIGITALE (387 Kb)                                                              ALTRO CONSUMO (269 Kb)","AUDIZIONI INFORMALI NELL'AMBITO DELL'ESAME DEL DISEGNO DI LEGGE N. 2086 (ISTIGAZIONE ALL'AUTOLESIONISMO)","13 Luglio 2021"
"2ª Giustizia","ASSOCIAZIONE NAZIONALE MAGISTRATI (438 Kb)","AUDIZIONI INFORMALI NELL'AMBITO DELL'ESAME DEL DISEGNO DI LEGGE N. 882 (REATI PATRIMONIO CULTURALE)","13 Luglio 2021"
"1ª (Aff. costituzionali) e 2ª (Giustizia)","Documento depositato (363 Kb)","ESAME DEL DISEGNO DI LEGGE N. 2272 (D-L 80/2021 - RAFFORZAMENTO PUBBLICHE AMMINISTRAZIONI E GIUSTIZIA)"," 7 Luglio 2021"
"1ª (Aff. costituzionali) e 2ª (Giustizia)","COLAP (823 Kb)                                                              ANMA (429 Kb)                                                              ASSOCIAZIONE TRA I MAGISTRATI DEL CONSIGLIO DI STATO (354 Kb)                                                              CONFERENZA DELLE REGIONI E DELLE PROVINCE AUTONOME (269 Kb)                                                              CODIRP (177 Kb)                                                              ANPCI (340 Kb)                                                              Dott. CANTONE (234 Kb)                                                              ANCI (542 Kb)                                                              UNSCP (269 Kb)                                                              UNSCP-2 (239 Kb)","ESAME DEL DISEGNO DI LEGGE N. 2272 (D-L 80/2021 - RAFFORZAMENTO PUBBLICHE AMMINISTRAZIONI E GIUSTIZIA)"," 1 Luglio 2021"
"2ª Giustizia","CESARE MIRABELLI (666 Kb)                                                              DOTT. MENORELLO (176 Kb)                                                              Dott. PREARO (1167 Kb)                                                              PROF. MAZZAROLLI (289 Kb)                                                              Prof. SOMMAGGIO (765 Kb)","AUDIZIONI INFORMALI NELL'AMBITO DELL'ESAME DEI DISEGNI DI LEGGE NN. 2005 E 2205 (CONTRASTO DELLA DISCCRIMINAZIONE O VIOLENZA PER SESSO, GENERE O DISABILITA')","30 Giugno 2021"
"1ª (Aff. costituzionali) e 2ª (Giustizia)","ANAC (3581 Kb)                                                              PROF. ELIO BORGONOVI (279 Kb)                                                              UPI (337 Kb)                                                              CISL FP (181 Kb)                                                              FLP (399 Kb)                                                              UILFPL e UILPA (478 Kb)                                                              COSMED (557 Kb)","ESAME DEL DISEGNO DI LEGGE N. 2272 (D-L 80/2021 - RAFFORZAMENTO PUBBLICHE AMMINISTRAZIONI E GIUSTIZIA)","30 Giugno 2021"
"2ª Giustizia","Francesco FARRI-Centro Studi Livatino (232 Kb) DI DONNA (62 Kb)                                                              DUBOLINO (239 Kb)","AUDIZIONI INFORMALI NELL'AMBITO DELL'ESAME DEI DISEGNI DI LEGGE NN. 2005 E 2205 (CONTRASTO DELLA DISCCRIMINAZIONE O VIOLENZA PER SESSO, GENERE O DISABILITA')","22 Giugno 2021"
"2ª Giustizia","Avv. MORRESI (94 Kb)                                                              Laura CIMA (435 Kb)                                                              Avv. MORRESI 2 (399 Kb)                                                              Mario DI CARLO - Presidente EDGE (862 Kb)                                                              DOTT. FUIANO - ""UNIVERSITARI PER LA VITA"" (128 Kb) PROF. CESANA (159 Kb)","AUDIZIONI INFORMALI NELL'AMBITO DELL'ESAME DEI DISEGNI DI LEGGE NN. 2005 E 2205 (CONTRASTO DELLA DISCCRIMINAZIONE O VIOLENZA PER SESSO, GENERE O DISABILITA')","15 Giugno 2021"
"2ª Giustizia","AVV. Francesco BOTTURI (444 Kb) PROF. CONTRI (302 Kb)                                                              AVV. ZOLA (191 Kb)                                                              PROF. Paolo DE CARLI-Associazione Nonni 2.0 (759 Kb)                                                              SE NON ORA QUANDO LIBERE - FRANCESCA IZZO (310 Kb)","AUDIZIONI INFORMALI NELL'AMBITO DELL'ESAME DEI DISEGNI DI LEGGE NN. 2005 E 2205 (CONTRASTO DELLA DISCCRIMINAZIONE O VIOLENZA PER SESSO, GENERE O DISABILITA')"," 8 Giugno 2021"
"2ª Giustizia","GALSTGER (125 Kb)                                                              CIMATTI (1049 Kb)                                                              BOVASSI (239 Kb)                                                              DEL PRATO (166 Kb)                                                              DE MARI (260 Kb)                                                              CIMATTI (1049 Kb)                                                              DIONEDI (263 Kb) ONAP (412 Kb)","AUDIZIONI INFORMALI NELL'AMBITO DELL'ESAME DEI DISEGNI DI LEGGE NN. 2005 E 2205 (CONTRASTO DELLA DISCCRIMINAZIONE O VIOLENZA PER SESSO, GENERE O DISABILITA')"," 7 Giugno 2021"
"2ª Giustizia","DIFFERENZA DONNA (97 Kb)                                                              SE NON ORA QUANDO LIBERE TORINO - LAURA ONOFRI (102 Kb)                                                              UCOII (245 Kb)                                                              MANTOVANO (333 Kb)                                                              AVV. BIANCHINI (277 Kb)                                                              SUOR ANNA MONIA ALFIERI (291 Kb)                                                              PROF. FLICK (527 Kb)                                                              UDI (278 Kb)","AUDIZIONI INFORMALI NELL'AMBITO DELL'ESAME DEI DISEGNI DI LEGGE NN. 2005 E 2205 (CONTRASTO DELLA DISCCRIMINAZIONE O VIOLENZA PER SESSO, GENERE O DISABILITA')"," 3 Giugno 2021"
"2ª Giustizia","SIAMO COSI' (953 Kb)                                                              GIACOMO CICCONE (353 Kb)","AUDIZIONI INFORMALI NELL'AMBITO DELL'ESAME DEI DISEGNI DI LEGGE NN. 2005 E 2205 (CONTRASTO DELLA DISCCRIMINAZIONE O VIOLENZA PER SESSO, GENERE O DISABILITA')","27 Maggio 2021"
"2ª Giustizia","CONSIGLIO ORDINE AVVOCATI MILANO (368 Kb)                                                              UNIONE NAZIONALE AVVOCATI AMMINISTRATIVISTI (344 Kb)                                                              LIBERA E GIOVANE AVVOCATURA (1837 Kb)                                                              CONSIGLIO ORDINE AVVOCATI NAPOLI (343 Kb)                                                              UNIONE FORI CAMPANIA AVV. TORRESE (144 Kb)                                                              ASSOCIAZIONE GIURIDICA FORENSE (153 Kb)                                                              CONSIGLIO ORDINE AVVOCATI PALERMO (237 Kb)","AUDIZIONI INFORMALI NELL'AMBITO DEL DISEGNO DI LEGGE N. 2133 (D.L. 31/2021 - ABILITAZIONE ALL'ESERCIZIO DELLA PROFESSIONE DI AVVOCATO DURANTE L'EMERGENZA COVID-19)","25 Marzo 2021"
"2ª (Giustizia) e 12ª (Sanita')","Documentazione fornita da rappresentanti del Ministero della salute (167 Kb)","Audizioni atto del Governo n. 242 (biocidi)","10 Marzo 2021"
"2ª Giustizia","FONDAZIONE INARCASSA (1003 Kb)","AUDIZIONI INFORMALI NELL'AMBITO DELL'ESAME DEL DISEGNO DI LEGGE N. 1474 (MALATTIA LIBERI PROFESSIONISTI)"," 9 Marzo 2021"
"1ª (Aff. costituzionali) e 2ª (Giustizia)","Prof. Gaetano CARLIZZI (231 Kb)","ESAME DEL DISEGNO DI LEGGE N. 2040 (D-L 130/20 - IMMIGRAZIONE E SICUREZZA)","15 Dicembre 2020"
"2ª Giustizia","DOTT.SSA CIRIELLO - SCUOLA SUPERIORE MAGISTRATURA (189 Kb)                                                              DOTT.SSA BIANCO (211 Kb)","AUDIZIONI INFORMALI NELL'AMBITO DELL'ESAME DEL DISEGNO DI LEGGE N. 1662 (DELEGA PROCESSO CIVILE)","27 Ottobre 2020"
"2ª Giustizia","AIGA (114 Kb)                                                              ASSOCIAZIONE NAZIONALE COMMERCIALISTI (679 Kb)                                                              CONFPROFESSIONI (104 Kb)                                                              COMITATO UNICO PROFESSIONI (163 Kb)","AUDIZIONI INFORMALI NELL'AMBITO DELL'ESAME DEL DISEGNO DI LEGGE N. 1474 (MALATTIA LIBERI PROFESSIONISTI)","21 Ottobre 2020"
"2ª Giustizia","PROF. CONSOLO (211 Kb)                                                              DOTT. BENEDETTI (503 Kb)                                                              DOTT. D'URSO (1068 Kb)                                                              DOTT. D'URSO 2 (273 Kb)","AUDIZIONI INFORMALI NELL'AMBITO DELL'ESAME DEL DISEGNO DI LEGGE N. 1662 (DELEGA PROCESSO CIVILE)","21 Ottobre 2020"
"2ª Giustizia","CONFEDILIZIA (342 Kb)                                                              AVV. TORRESE - UNIONE REGIONALE DEI FORI CAMPANI (182 Kb)                                                              PROF. ULISSE COREA (273 Kb)                                                              DOTT. BRACCIALINI (569 Kb)                                                              AGI (122 Kb)                                                              PROF. BOVE 1 (522 Kb)                                                              PROF. BOVE 2 (492 Kb)                                                              PROF. BOVE 3 (245 Kb)                                                              Organismo Congressuale Forense (325 Kb)                                                              Consiglio Nazionale Consulenti del Lavoro (108 Kb) STUDIO LEGALE ANTONINI (455 Kb)                                                              ILARIA PAGNI, Università di Firenze (216 Kb)","AUDIZIONI INFORMALI NELL'AMBITO DELL'ESAME DEL DISEGNO DI LEGGE N. 1662 (DELEGA PROCESSO CIVILE)","22 Settembre 2020"
"2ª Giustizia","OIPA ITALIA ONLUS (982 Kb)                                                              PROF. CONSIGLIO (231 Kb)                                                              AIA- ASSOCIAZIONE ITALIANA ALLEVATORI (454 Kb) CLUB ITALIANO SPINONI (5013 Kb)","AUDIZIONI INFORMALI NELL'AMBITO DELL'ESAME DEI DISEGNI DI LEGGE N. 76 E CONNESSI (TUTELA ANIMALI)","22 Settembre 2020"
"2ª Giustizia","Ten. Col. Marco Trapuzzano (4740 Kb)","AUDIZIONI INFORMALI NELL'AMBITO DELL'ESAME DEI DISEGNI DI LEGGE N. 76 E CONNESSI (TUTELA ANIMALI)"," 8 Settembre 2020"
"2ª Giustizia","Francesco FIMMANO - PROPOSTE (606 Kb)                                                              Felice RUSCETTA 2 (390 Kb)                                                              CONFINDUSTRIA (570 Kb)                                                              Francesco FIMMANO' (658 Kb)                                                              ALLEANZA DELLE COOPERATIVE ITALIANE (1113 Kb)                                                              Maria Lucetta RUSSOTTO (521 Kb)                                                              Felice RUSCETTA 1 (546 Kb)                                                              ASSIREVI (220 Kb)","AUDIZIONI INFORMALI NELL'AMBITO DELL'ESAME DELL'ATTO DEL GOVERNO N. 175 (CODICE CRISI D'IMPRESA)"," 7 Luglio 2020"
"2ª Giustizia","C.C.N. Consiglio Nazionale del Notariato (245 Kb)                                                              LAPET (449 Kb)                                                              CONSIGLIO NAZIONALE DEI DOTTORI COMMERCIALISTI E DEGLI ESPERTI CONTABILI (298 Kb)","AUDIZIONI INFORMALI NELL'AMBITO DELL'ESAME DEL DISEGNO DI LEGGE N. 1662 (DELEGA PROCESSO CIVILE)"," 7 Luglio 2020"
"1ª (Aff. costituzionali) e 2ª (Giustizia)","NA","ESAME DEI DISEGNI DI LEGGE NN. 1690 E CONNESSI (BULLISMO)"," 1 Luglio 2020"
"2ª Giustizia","Prof. Mauro RONCO (157 Kb)                                                              Dott. Domenico AIROMA (126 Kb)                                                              Dott. Alberto LIGUORI (198 Kb) Dott.ssa Linda ARARTA, Presidente Tribunale di Sorveglianza di Venezia (126 Kb)","AUDIZIONI INFORMALI NELL'AMBITO DELL'ESAME DEI DISEGNI DI LEGGE N. 1786 (DL N. 28/2020 - PROROGA INTERCETTAZIONI E SOSPENSIONI PROCESSUALI) E N. 1799 (DL 29/2020 - DETENZIONE DOMICILIARI E DIFFERIMENTI PENA)","19 Maggio 2020"
"2ª Giustizia","Prof. Francesco Paolo MICOZZI, Professore di informatica giuridica presso Università degli Studi di Perugia (228 Kb)                                                              AVV. ANSELMI (UNAA - UNIONE NAZIONALE AVVOCATI AMMINISTRATIVI) (601 Kb)                                                              CNF- SCHEDA D.L. 28/20 (131 Kb)                                                              CNF - SCHEDA D.L. 29/2020 (113 Kb)                                                              DOTT. CALZOLAIO (645 Kb)                                                              DOTT. CALZOLAIO - ALL.1 (365 Kb)                                                              DOTT. CALZOLAIO - ALL. 2 (200 Kb)                                                              DOTT. CALZOLAIO - ALL. 3 (208 Kb) CONFERENZA STATO REGIONI (410 Kb)                                                              D.A.P. Dipartimento Amministrazione Penitenziaria (328 Kb)","AUDIZIONI INFORMALI NELL'AMBITO DELL'ESAME DEI DISEGNI DI LEGGE N. 1786 (DL N. 28/2020 - PROROGA INTERCETTAZIONI E SOSPENSIONI PROCESSUALI) E N. 1799 (DL 29/2020 - DETENZIONE DOMICILIARI E DIFFERIMENTI PENA)","14 Maggio 2020"
"2ª Giustizia","TESTO INTEGRATO CON MODIFICHE (UNCC) (98 Kb)                                                              Relazione UNCC (UNIONE NAZIONALE CAMERE CIVILI) (126 Kb)                                                              UNCC Proposta emendamenti (139 Kb)                                                              BOZZA ARTICOLATO (UNCC) (24 Kb) UNIONE CAMERE PENALI (293 Kb)                                                              UNIONE CAMERE PENALI (293 Kb)","AUDIZIONI INFORMALI NELL'AMBITO DELL'ESAME DEI DISEGNI DI LEGGE N. 1786 (DL N. 28/2020 - PROROGA INTERCETTAZIONI E SOSPENSIONI PROCESSUALI) E N. 1799 (DL 29/2020 - DETENZIONE DOMICILIARI E DIFFERIMENTI PENA)","13 Maggio 2020"
"2ª Giustizia","NA","AUDIZIONI INFORMALI NELL'AMBITO DELL'ESAME DEI DISEGNI DI LEGGE N. 1786 (DL N. 28/2020 - PROROGA INTERCETTAZIONI E SOSPENSIONI PROCESSUALI) E N. 1799 (DL 29/2020 - DETENZIONE DOMICILIARI E DIFFERIMENTI PENA)","13 Maggio 2020"
