"COMMISSIONE","NOMI","ATTO","DATA"
"5 (Bilancio) ; 14 (Unione europea)","UPI","Esame dell'affare assegnato n. 1055: (Documento CCLXIII, n. 1) ""Prima relazione sullo stato di attuazione del Piano nazionale di ripresa e resilienza (PNRR), riferita all'anno 2021""",2020-06-15
"5 (Bilancio) ; 14 (Unione europea)","Confederazione delle Regioni e delle Province autonome","Esame dell'affare assegnato n. 1055: (Documento CCLXIII, n. 1) ""Prima relazione sullo stato di attuazione del Piano nazionale di ripresa e resilienza (PNRR), riferita all'anno 2021""",2020-06-15
"5 (Bilancio) ; 14 (Unione europea)","UNCEM","Esame dell'affare assegnato n. 1055: (Documento CCLXIII, n. 1) ""Prima relazione sullo stato di attuazione del Piano nazionale di ripresa e resilienza (PNRR), riferita all'anno 2021""",2020-06-15
"14 (Unione Europea)","ANCE","Esame dell'atto COM (2021) 802 def. (Prestazione energetica nell'edilizia)",2020-05-24
"14 (Unione Europea)","Confedilizia","Esame dell'atto COM (2021) 802 def. (Prestazione energetica nell'edilizia)",2020-05-24
"14 (Unione Europea)","Casavo","Esame dell'atto COM (2021) 802 def. (Prestazione energetica nell'edilizia)",2020-05-24
"14 (Unione Europea)","Confindustria Assoimmobiliare","Esame dell'atto COM (2021) 802 def. (Prestazione energetica nell'edilizia)",2020-05-24
"14 (Unione Europea)","Consiglio Nazionale dei Centri Commerciali","Esame dell'atto COM (2021) 802 def. (Prestazione energetica nell'edilizia)",2020-05-24
"14 (Unione Europea)","Federazione ANIMA","Esame dell'atto COM (2021) 802 def. (Prestazione energetica nell'edilizia)",2020-05-24
"14 (Unione Europea)","Free2move eSolutions","Esame dell'atto COM (2021) 802 def. (Prestazione energetica nell'edilizia)",2020-05-24
"14 (Unione Europea)","Green Building Council Italia","Esame dell'atto COM (2021) 802 def. (Prestazione energetica nell'edilizia)",2020-05-24
"14 (Unione Europea)","CNA","Esame dell'atto COM (2021) 802 def. (Prestazione energetica nell'edilizia)",2020-05-24
"5 (Bilancio) ; 14 (Unione europea)","Maria Rosaria Carfagna, Ministro per il Sud e la Coesione territoriale","Esame dell'affare assegnato n. 1055: (Documento CCLXIII, n. 1) ""Prima relazione sullo stato di attuazione del Piano nazionale di ripresa e resilienza (PNRR), riferita all'anno 2021""",2020-04-05
"14 (Unione Europea)","Confargianato","Esame dell'atto COM (2021) 762 def. (Miglioramento delle condizioni di lavoro nel lavoro mediante piattaforme digitali)",2020-03-30
"14 (Unione Europea)","Pasquale Tridico, Presidente dell'INPS","Esame dell'atto COM (2021) 762 def. (Miglioramento delle condizioni di lavoro nel lavoro mediante piattaforme digitali)",2020-03-29
"14 (Unione Europea)","Prof. Marco Scialdone","Esame dell'atto COM (2021) 762 def. (Miglioramento delle condizioni di lavoro nel lavoro mediante piattaforme digitali)",2020-03-29
"14 (Unione Europea)","Prof. Gianluca Sgueo","Esame dell'atto COM (2021) 762 def. (Miglioramento delle condizioni di lavoro nel lavoro mediante piattaforme digitali)",2020-03-29
"14 (Unione Europea)","Prof. Nicola Ferrigni","Esame dell'atto COM (2021) 762 def. (Miglioramento delle condizioni di lavoro nel lavoro mediante piattaforme digitali)",2020-03-29
"14 (Unione Europea)","Dott. Roberto Falcone, Segretario generale ASSOPROFESSIONI","Esame dell'atto COM (2021) 762 def. (Miglioramento delle condizioni di lavoro nel lavoro mediante piattaforme digitali)",2020-03-29
"14 (Unione Europea)","Prof.ssa Annamaria Donini","Esame dell'atto COM (2021) 762 def. (Miglioramento delle condizioni di lavoro nel lavoro mediante piattaforme digitali)",2020-03-29
"14 (Unione Europea)","Prof. Giuseppe Antonio Recchia","Esame dell'atto COM (2021) 762 def. (Miglioramento delle condizioni di lavoro nel lavoro mediante piattaforme digitali)",2020-03-29
"14 (Unione Europea)","Prof. Maurizio del Conte","Esame dell'atto COM (2021) 762 def. (Miglioramento delle condizioni di lavoro nel lavoro mediante piattaforme digitali)",2020-03-29
"14 (Unione Europea)","Dott.ssa Lucilla Deleo, responsabile Rapporti istituzionali di Search on Media Group","Esame dell'atto COM (2021) 762 def. (Miglioramento delle condizioni di lavoro nel lavoro mediante piattaforme digitali)",2020-03-29
"5 (Bilancio) ; 8 (Lavori pubblici) ; 14 (Unione europea)","Ministro delle infrastrutture e della mobilità sostenibili, Enrico Giovannini","Esame dell'affare assegnato n. 1055: (Documento CCLXIII, n. 1) ""Prima relazione sullo stato di attuazione del Piano nazionale di ripresa e resilienza (PNRR), riferita all'anno 2021""",2020-03-23
"5 (Bilancio) ; 7 (Pubbl. istruzione) ; 14 (Unione europea)","Ministro dell'università e della ricerca, Maria Cristina Messa","Esame dell'affare assegnato n. 1055: (Documento CCLXIII, n. 1) ""Prima relazione sullo stato di attuazione del Piano nazionale di ripresa e resilienza (PNRR), riferita all'anno 2021""",2020-03-22
"5 (Bilancio) ; 7 (Pubbl. istruzione) ; 14 (Unione europea)","Ministro dell'istruzione, Patrizio Bianchi","Esame dell'affare assegnato n. 1055: (Documento CCLXIII, n. 1) ""Prima relazione sullo stato di attuazione del Piano nazionale di ripresa e resilienza (PNRR), riferita all'anno 2021""",2020-03-22
"5 (Bilancio) ; 10 (Industria) ; 13 (Ambiente) ; 14 (Unione europea)","Ministro della transizione ecologica, Roberto Cingolani","Esame dell'affare assegnato n. 1055: (Documento CCLXIII, n. 1) ""Prima relazione sullo stato di attuazione del Piano nazionale di ripresa e resilienza (PNRR), riferita all'anno 2021""",2020-03-10
