"COMMISSIONE","NOMI","ATTO","DATA"
"3 (Aff. esteri)","Direttore Autorità nazionale UAMA","LXVII, n. 3 - Relazione sulle operazioni autorizzate e svolte per il controllo dell'esportazione, importazione e transito materiali di armamento, relativa all'anno 2019",2020-07-01
"3 (Aff. esteri)","Ambasciatore di Giordania","Affare sulle priorità dell'Italia nel quadro dei nuovi equilibri geopolitici nel Medio Oriente allargato",2020-06-30
"3 (Aff. esteri)","Ambasciatore di Palestina","Affare sulle priorità dell'Italia nel quadro dei nuovi equilibri geopolitici nel Medio Oriente allargato",2020-06-25
"3 (Aff. esteri)","Ambasciatore Iran","Affare sulle priorità dell'Italia nel quadro dei nuovi equilibri geopolitici nel Medio Oriente allargato",2020-06-23
"3 (Aff. esteri)","Ambasciatore d'Israele in Italia, S.E. Dror Eydar","Affare sulle priorità dell'Italia nel quadro dei nuovi equilibri geopolitici nel Medio Oriente allargato",2020-06-16
"3 (Aff. esteri)","Sottosegretario di Stato per gli affari esteri e la cooperazione internazionale, Marina Sereni","Affare sulle priorità dell'Italia nel quadro dei nuovi equilibri geopolitici nel Medio Oriente allargato",2020-06-03
"3 (Aff. esteri)","Pasquale Tridico, presidente INPS","Indagine conoscitiva sulle condizioni e sulle esigenze delle comunità degli italiani nel mondo",2020-02-06
"3 (Aff. esteri)","Prof. Sanfilippo","Indagine conoscitiva sulle condizioni e sulle esigenze delle comunità degli italiani nel mondo",2020-01-29
"3 (Aff. esteri)","Presidente del Gran Consiglio della Repubblica e Cantone Ticino, Claudio Franscella","Il ruolo del Canton Ticino nell’ambito delle relazioni transfrontaliere e bilaterali tra Svizzera e Italia",2020-01-15
"3 (Aff. esteri)","Paolo Glisenti, commissario generale di sezione per EXPO 2020 Dubai","Expo 2020 Dubai",2019-12-03
"3 (Aff. esteri)","Assocamerestero","Indagine conoscitiva sulle condizioni e sulle esigenze delle comunità degli italiani nel mondo",2019-11-27
"3 (Aff. esteri)","Fondazione Migrantes","Indagine conoscitiva sulle condizioni e sulle esigenze delle comunità degli italiani nel mondo",2019-11-20
"3 (Aff. esteri)","Ministro plenipotenziario Vincenzo De Luca","Indagine conoscitiva sulle condizioni e sulle esigenze delle comunità degli italiani nel mondo",2019-10-02
"3 (Aff. esteri)","Triageduepuntozero","Il futuro delle relazioni tra l'Italia e la Federazione russa",2019-03-13
"3 (Aff. esteri)","Direttore di LIMES, Lucio Caracciolo","L'Italia nel contesto geopolitico",2019-03-13
"3 (Aff. esteri)","Centro Studi per l'Etiopia ONLUS (CAE)","Le nuove prospettive geopolitiche nel Corno d'Africa e il ruolo dell'Italia",2019-03-12
"3 (Aff. esteri)","Ammiraglio Cavo Dragone","Le nuove prospettive geopolitiche nel Corno d'Africa e il ruolo dell'Italia",2019-03-07
"3 (Aff. esteri)","Ambasciatore di Somalia, Abdirahman Sheik Issa","Le nuove prospettive geopolitiche nel Corno d'Africa e il ruolo dell'Italia",2019-03-05
"3 (Aff. esteri)","Nodo di Gordio","Il futuro delle relazioni tra l'Italia e la Federazione russa",2019-02-12
"3 (Aff. esteri)","Ambasciatore Eritrea, Fessahazion Pietros Menghistu","Le nuove prospettive geopolitiche nel Corno d'Africa e il ruolo dell'Italia",2019-02-07
"3 (Aff. esteri)","Partecipazione e Sviluppo","Le nuove prospettive geopolitiche nel Corno d'Africa e il ruolo dell'Italia",2019-01-31
"3 (Aff. esteri)","Centro Studi Internazionali (Ce.S.I.)","Le nuove prospettive geopolitiche nel Corno d'Africa e il ruolo dell'Italia",2019-01-31
"3 (Aff. esteri)","Sergio Romano","Il futuro delle relazioni tra l'Italia e la Federazione russa",2019-01-30
"3 (Aff. esteri)","Massimo Alberizzi","Le nuove prospettive geopolitiche nel Corno d'Africa e il ruolo dell'Italia",2019-01-30
"3 (Aff. esteri)","IAI Istituto Affari Internazionali","Le nuove prospettive geopolitiche nel Corno d'Africa e il ruolo dell'Italia",2019-01-24
"3 (Aff. esteri)","Centro Studi di Politica Internazionale (CeSPI)","Le nuove prospettive geopolitiche nel Corno d'Africa e il ruolo dell'Italia",2019-01-17
"3 (Aff. esteri)","Vice Ministro degli affari esteri e della cooperazione internazionale, Emanuela Del Re","Le nuove prospettive geopolitiche nel Corno d'Africa e il ruolo dell'Italia",2019-01-15
"3 (Aff. esteri)","Fulvio Scaglione","Il futuro delle relazioni tra l'Italia e la Federazione russa",2019-01-10
"3 (Aff. esteri)","Min. Plen. Pezzotti, Inviato Speciale del MAECI per il Corno d'Africa","Le nuove prospettive geopolitiche nel Corno d'Africa e il ruolo dell'Italia",2019-01-09
"3 (Aff. esteri)","OIM","Le nuove prospettive geopolitiche nel Corno d'Africa e il ruolo dell'Italia",2018-12-20
"3 (Aff. esteri)","Progetto Employ","Le nuove prospettive geopolitiche nel Corno d'Africa e il ruolo dell'Italia",2018-12-18
"3 (Aff. esteri)","Alessandro Orsini, Direttore di ""Sicurezza internazionale""","Il futuro delle relazioni tra l'Italia e la Federazione russa",2018-12-04
"3 (Aff. esteri)","ICE","Il futuro delle relazioni tra l'Italia e la Federazione russa",2018-11-20
"3 (Aff. esteri)","Lapo Pistelli, direttore delle relazioni internazionali ENI","Il futuro delle relazioni tra l'Italia e la Federazione russa",2018-11-15
"3 (Aff. esteri)","Giampiero Massolo, ambasciatore e presidente Istituto per gli Studi di Politica Internazionale (ISPI)","Il futuro delle relazioni tra l'Italia e la Federazione russa",2018-11-13
"3 (Aff. esteri)","Confindustria","Il futuro delle relazioni tra l'Italia e la Federazione russa",2018-11-06
"3 (Aff. esteri)","Cristian Nani, direttore di Porte Aperte Onlus","Doc. CCLXI, n. 1 (Relazione sulle iniziative finanziate con le risorse del fondo destinato a interventi di sostegno alle popolazioni appartenenti a minoranze cristiane oggetto di persecuzioni nelle aree di crisi (anno 2019))",2021-06-15
"3 (Aff. esteri)","Ambasciatore d'Israele in Italia, S.E. Dror Eydar","Audizioni informali su conflitto intercorso in Israele e Gaza",2021-06-09
"3 (Aff. esteri)","Ambasciatore di Palestina in Italia, S.E. sig.ra Abeer Odeh","Audizioni informali su conflitto intercorso in Israele e Gaza",2021-06-08
