"COMMISSIONE","NOMI","ATTO","DATA"
"10 (Industria) ; 13 (Ambiente)","FIPER","AG 292 (Promozione dell'uso dell'energia da fonti rinnovabili)",2020-09-14
"10 (Industria) ; 13 (Ambiente)","Coalizione articolo 9","AG 292 (Promozione dell'uso dell'energia da fonti rinnovabili)",2020-09-14
"10 (Industria) ; 13 (Ambiente)","Motus-E","AG 294 (Norme comuni per il mercato interno dell'energia elettrica)",2020-09-13
"10 (Industria) ; 13 (Ambiente)","Assitol-Elettricità Futura-Anpeb","AG 292 (Promozione dell'uso dell'energia da fonti rinnovabili)",2020-09-08
"10 (Industria) ; 13 (Ambiente)","Assitol-Assocostieri","AG 292 (Promozione dell'uso dell'energia da fonti rinnovabili)",2020-09-08
"13 (Ambiente)","ASSOPETROLI-ASSOENERGIA","Doc. XXVII, n. 18 (Piano nazionale di ripresa e resilienza)",2020-03-09
"13 (Ambiente)","FISE ASSOAMBIENTE - FISE UNICIRCULAR","Doc. XXVII, n. 18 (Piano nazionale di ripresa e resilienza)",2020-03-09
"13 (Ambiente)","ISPRA","Doc. XXVII, n. 18 (Piano nazionale di ripresa e resilienza)",2020-03-09
"13 (Ambiente)","FEDERBETON","Doc. XXVII, n. 18 (Piano nazionale di ripresa e resilienza)",2020-03-09
"13 (Ambiente)","RÈN COLLECTIVE","Doc. XXVII, n. 18 (Piano nazionale di ripresa e resilienza)",2020-03-09
"13 (Ambiente)","ITALIA NOSTRA","Doc. XXVII, n. 18 (Piano nazionale di ripresa e resilienza)",2020-03-09
"13 (Ambiente)","ASSOBIOPLASTICHE","Doc. XXVII, n. 18 (Piano nazionale di ripresa e resilienza)",2020-03-09
"13 (Ambiente)","LEGAMBIENTE","Doc. XXVII, n. 18 (Piano nazionale di ripresa e resilienza)",2020-03-08
"13 (Ambiente)","ECOPNEUS","Doc. XXVII, n. 18 (Piano nazionale di ripresa e resilienza)",2020-03-08
"13 (Ambiente)","MAREVIVO","Doc. XXVII, n. 18 (Piano nazionale di ripresa e resilienza)",2020-03-08
"13 (Ambiente)","Consorzio CARPI","Doc. XXVII, n. 18 (Piano nazionale di ripresa e resilienza)",2020-03-08
